Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_8_000000000-JTFYW_1_1106_26676_22725	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_25508_7741	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_21927_27199	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_18180_28111	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_23646_23048	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_3208_18184	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_16344_8324	335	22010	1.499217	149	2	147	1.342281879194631
M06508_8_000000000-JTFYW_1_1106_8908_8939	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_26463_18276	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_18823_18487	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_10194_5590	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_6207_5453	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_5915_14301	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_18017_28232	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_25658_20801	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_13125_22394	1	1320	0.0757	41	1	40	2.4390243902439024
M06508_19_000000000-CR8CR_1_1110_12472_12563	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_6977_15634	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_4301_17216	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_25920_9433	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_23128_6820	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_14282_6102	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_8964_13484	22	632	3.363914	45	1	44	2.2222222222222223
M06508_8_000000000-JTFYW_1_2101_17535_17726	9	22	29.032258	9	1	8	11.11111111111111
M06508_8_000000000-JTFYW_1_2113_12710_9355	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_15876_4584	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_14948_23272	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_12346_24470	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_10213_25520	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_28786_20034	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_18211_22281	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_14641_20971	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_17545_25917	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_14155_12768	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_28312_17651	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_21981_12655	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_27489_10216	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_9042_8165	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_29185_11552	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_27156_15477	8	36	18.181818	16	1	15	6.25
M06508_16_000000000-CMN9T_1_1103_22455_18023	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_15746_13381	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_5429_7711	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_26906_13070	989	1067	48.103113	8	1	7	12.5
M06508_16_000000000-CMN9T_1_1113_3360_15492	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_14109_5564	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_15506_12730	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_6002_10844	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_22063_4090	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_21656_18078	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_21979_6517	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_10186_22689	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_28473_18126	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_20973_19700	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_10506_18556	1	11680	0.008561	38	1	37	2.631578947368421
M06508_18_000000000-CNPPR_1_1109_23696_24044	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_12734_16018	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_22395_5019	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_24156_24224	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_27526_20886	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_18040_7366	91	195	31.818182	8	1	7	12.5
M06508_8_000000000-JTFYW_1_2114_18268_2540	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1101_6603_5184	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_4958_21752	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_19942_5815	7	7	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_6774_11219	54	83	39.416058	11	1	10	9.090909090909092
M06508_18_000000000-CNPPR_1_2106_21240_4738	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_24556_15852	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_24390_16315	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1109_2426_14367	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_25481_6678	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_23932_12525	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_23420_7386	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1110_20065_22071	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_8883_21618	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_13592_9604	4	4	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_21955_14397	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_12907_3622	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_15255_21128	33	33	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_11835_6390	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_10643_26478	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_4833_14968	15	2512	0.593589	170	1	169	0.5882352941176471
M06508_8_000000000-JTFYW_1_1101_16891_21431	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_24593_24584	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_8987_5695	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_23719_13019	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_27220_21290	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_24482_8281	1	677	0.147493	38	1	37	2.631578947368421
M06508_18_000000000-CNPPR_1_2110_15944_23058	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_13554_18577	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_14062_2909	1	21319	0.00469	157	1	156	0.6369426751592357
M06508_16_000000000-CMN9T_1_2102_25359_14793	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_23703_13972	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_25577_11593	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_21113_22923	11	66	14.285714	38	3	35	7.894736842105263
M06508_8_000000000-JTFYW_1_2101_5695_18301	13	16	44.827586	5	1	4	20
M06508_18_000000000-CNPPR_1_1110_12849_6064	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_3597_10232	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_10414_23901	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_11788_18470	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_13262_23101	63	1432	4.214047	125	1	124	0.8
M06508_16_000000000-CMN9T_1_1113_26999_9978	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_3929_18432	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_6399_6540	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_16167_18638	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_29322_12695	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_12397_8175	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_27249_8510	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_24190_18990	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_14133_13274	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_18499_27869	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_6661_20968	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_8021_24557	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_21431_11723	366	366	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_25065_16631	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_21401_27399	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_4856_18717	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_20012_20926	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_3374_14947	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_4277_10541	1	23517	0.004252	126	1	125	0.7936507936507936
M06508_8_000000000-JTFYW_1_2108_15498_24918	6	6	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_16590_24568	1	1433	0.069735	71	1	70	1.4084507042253522
M06508_18_000000000-CNPPR_1_1113_20525_15695	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_19394_6370	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_22504_16697	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_25584_7365	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_29624_14267	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_21308_8097	1	1051	0.095057	108	1	107	0.9259259259259258
M06508_16_000000000-CMN9T_1_1105_7487_18641	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_8138_11815	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_19959_9620	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_10049_7441	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_20938_25712	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_9013_10336	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_22589_15607	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_24391_22902	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_20197_27732	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_21008_27987	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1111_11118_15811	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_10652_23927	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_13184_18798	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_15119_27132	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_15848_10164	1	14871	0.006724	64	1	63	1.5625
M06508_19_000000000-CR8CR_1_1110_28272_15624	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_23840_25152	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_25278_6205	1	33	2.941176	20	1	19	5
M06508_16_000000000-CMN9T_1_2113_15494_15814	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_10184_23995	1818	4053	30.965764	170	10	160	5.88235294117647
M06508_9_000000000-JTBW3_1_1111_24105_13608	2	2	50	3	2	1	66.66666666666666
M06508_18_000000000-CNPPR_1_1101_9786_14476	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1113_3703_20862	10	131	7.092199	15	1	14	6.666666666666667
M06508_12_000000000-CJG44_1_1106_15931_5181	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_8358_17664	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2104_12778_13402	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_11068_9228	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_9986_23392	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_7891_20016	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_13256_15287	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_20576_23293	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_5817_7586	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_12396_23396	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_11549_14181	683	999	40.606421	14	3	11	21.428571428571427
M06508_9_000000000-JTBW3_1_1106_3526_15398	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1111_26486_22955	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_5118_16422	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_18491_25845	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_17227_2431	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_8281_14434	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_21878_9164	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_18493_15883	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_27026_10893	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_24017_26357	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_15597_3106	120	808	12.931034	51	1	50	1.9607843137254901
M06508_16_000000000-CMN9T_1_2105_10252_13381	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_7233_6061	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_1103_6886_11653	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_9922_12672	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_28092_11662	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_15045_22220	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_21788_21738	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_27161_16853	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_21799_13226	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_5095_20054	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_8930_4438	88	88	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_13893_20990	34	34	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_20744_23164	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_21124_3688	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_12116_20253	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_12972_23012	461	1360	25.315761	34	1	33	2.941176470588235
M06508_18_000000000-CNPPR_1_1102_10870_12511	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_14855_20782	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_20689_15592	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_23930_11702	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_9274_20132	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_11714_19119	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_23511_8307	423	465	47.635135	5	1	4	20
M06508_12_000000000-CJG44_1_2106_22938_7993	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_15229_26656	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_3562_19585	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_22262_6421	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_9300_21740	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_23464_12182	428	489	46.673937	11	1	10	9.090909090909092
M06508_18_000000000-CNPPR_1_1103_13243_20656	3	3	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_23352_21217	42	42	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_23615_7873	167	1971	7.811038	151	4	147	2.6490066225165565
M06508_18_000000000-CNPPR_1_2114_12318_24012	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_9900_9944	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_16875_17734	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_11858_24389	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_8319_20578	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_4098_10159	1	68310	0.001464	102	1	101	0.9803921568627451
M06508_16_000000000-CMN9T_1_1101_8641_26282	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_8819_14431	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_12195_15099	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_23219_13472	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_7669_8601	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_21281_13639	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_2495_15636	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_17996_25537	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_6356_17221	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_11739_14423	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_26408_9525	102	104	49.514563	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1113_19046_11538	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_15905_24796	1	11820	0.00846	326	1	325	0.3067484662576687
M06508_18_000000000-CNPPR_1_1113_29382_16906	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_18760_5389	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_5173_18137	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_5584_12504	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_16401_26376	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_14238_6471	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20705_23550	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_25779_24803	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_24023_17422	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_13429_25512	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_18842_20396	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_11240_9458	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_18697_27196	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_13158_7527	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_18158_17654	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_14267_22236	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_23945_7764	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_13640_16199	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_15020_11588	3	1808	0.165654	6	1	5	16.666666666666664
M06508_12_000000000-CJG44_1_1109_2620_11114	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_16698_25367	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_22866_24625	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_13542_11323	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_8120_9114	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_5467_23676	1022	1058	49.134615	7	1	6	14.285714285714285
M06508_19_000000000-CR8CR_1_1102_6035_6261	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_10145_21929	2	2420	0.082576	7	2	5	28.57142857142857
M06508_8_000000000-JTFYW_1_1102_19492_5603	24	24	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_14108_5026	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_28071_17673	206	311	39.845261	11	1	10	9.090909090909092
M06508_8_000000000-JTFYW_1_2104_18189_27940	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2106_20147_20078	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_23994_17415	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_21589_17888	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_27185_7319	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_8269_8836	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_10369_9567	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_29092_13409	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_19118_6493	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_14245_13040	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_9608_4732	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_16287_3110	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_16543_26654	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_25437_19449	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_25599_19124	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_20693_16647	495	495	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_24057_12213	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_6057_23290	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_9056_5887	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_12674_23644	12	12	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_28837_11616	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_11370_10087	3	5	37.5	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_2111_10924_26271	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_5264_19679	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_14702_4390	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_8826_16869	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_15031_10348	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_17174_16569	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_17584_26843	520	4079	11.306806	184	2	182	1.0869565217391304
M06508_12_000000000-CJG44_1_1105_6301_12287	2	3	40	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2109_13114_2210	2	272940	7.33e-4	1304	1	1303	0.07668711656441718
M06508_9_000000000-JTBW3_1_1106_9593_18375	905	1056	46.149924	8	2	6	25
M06508_18_000000000-CNPPR_1_1101_6696_6446	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_4041_12551	4	4	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_8602_18016	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2106_18540_18509	1	54	1.818182	12	1	11	8.333333333333332
M06508_16_000000000-CMN9T_1_1109_6448_24621	176	7161	2.398801	324	1	323	0.30864197530864196
M06508_19_000000000-CR8CR_1_1103_11065_14582	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_11836_25685	3	2109	0.142045	113	1	112	0.8849557522123894
M06508_18_000000000-CNPPR_1_2109_24997_25578	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2101_2837_13024	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_24630_13894	704	704	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_28603_16205	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_4320_8968	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2110_7867_24537	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_12336_18244	10	10	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_13597_6966	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_15498_9695	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_14444_14242	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_3459_11893	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_4083_17757	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_9299_20862	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_16011_19935	4	4	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_27644_18815	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_12926_25302	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_5750_22756	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_16731_11789	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_17969_8925	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_25392_20791	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_9821_6181	1	12	7.692308	8	1	7	12.5
M06508_8_000000000-JTFYW_1_1113_17184_7672	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_4418_22952	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_11173_20906	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_10988_9233	544	1309	29.357798	56	1	55	1.7857142857142856
M06508_18_000000000-CNPPR_1_2110_22732_22528	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_18945_9169	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_16436_10731	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_24446_4625	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_24056_15870	40	818	4.662005	62	1	61	1.6129032258064515
M06508_8_000000000-JTFYW_1_2110_20385_16248	21	21	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_10824_10377	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_23879_16963	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_28414_12585	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_9569_5545	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_3975_14397	1	3733	0.026781	39	1	38	2.564102564102564
